C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
176,Customer#000000176,9hBepY2uz88HlCqToOLgeU770u81FeL,13,234329428830,0,FURNITURE,uriously. final requests sleep ironic packages. quickly
177,Customer#000000177,"6wzEKPyZE9dmBCJZ8e7x7fiiK,k",1,119177869955,7458,BUILDING,nal dolphins: blithely bold gifts wake slyly afte
178,Customer#000000178,p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag,21,314362686327,2273,FURNITURE,unts. blithely regular dependencies kindle pending deposits. quietly express deposits wake above the Tiresias-- ex
179,Customer#000000179,djez3CWg0nnCiu60jsF,4,147039532987,0,MACHINERY,st furiously. idly regular instructions wake fluffily slyl
180,Customer#000000180,"DSGW3RFoYJE opVw,Y3wGCGcNULZi",13,236788022105,0,FURNITURE,lar accounts sublate above the slyly final
181,Customer#000000181,YNviWd WrRkZvSw1OxIewBq,9,196533058440,3930,FURNITURE,final requests cajole furiously acro
182,Customer#000000182,tdwvgepG316CCTHtMaF8Q,3,131992119023,4810,AUTOMOBILE,quickly against the blithely even deposits; epitaphs unwind quickly along the carefully regular excuses. furio
183,Customer#000000183,aMAB2QSb8 86MAx,22,327712798154,4420,HOUSEHOLD,sual accounts across the slyl
184,Customer#000000184,uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt,21,317393405476,170,AUTOMOBILE,hely according to the furiously unusual accounts. furiously bold platele
185,Customer#000000185,iHXzQgienOQ,5,157605728760,2789,BUILDING,t the ironic accounts. fluffily regular requests wake slyly ironic pinto beans. slyly unusu
186,Customer#000000186,BeVr6MzaobBENXRBC8pmOmkByMJI,3,135187432576,8738,HOUSEHOLD,e slyly final dependencies. unusual instructions against the carefully pending instructions boost quickly
187,Customer#000000187,OIlgR6oIRXV5g63q5YGudCjRD8kpod2p,4,147162946674,0,FURNITURE,r deposits. carefully silent packages after the fluffily even instructio
188,Customer#000000188,58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV,5,156135287811,9533,BUILDING,"st slyly special platelets. bold,"
189,Customer#000000189,r51HSq Rg8wQgF1CBfG1Vbye3GK,22,329803481114,0,MACHINERY,sly express patterns. ideas on the regular d
190,Customer#000000190,"F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T",11,217303738193,1657,AUTOMOBILE,uickly-- fluffily pending instructions boo
191,Customer#000000191,P1eCXsPWkv2y6ENQv,16,268117076869,2945,BUILDING,o beans hinder slyly bold accounts.
192,Customer#000000192,rDmB2c9d1BJQ y6R9jTx86YI77D,10,207507122481,8240,MACHINERY,ely unusual packages are fluffily
193,Customer#000000193,"dUT4dtsPTZ6ZpkWLc,KGJCHY6JDJgPFH4",23,331829786287,8025,MACHINERY,y even theodolites. final foxes print along the final pinto beans. theodoli
194,Customer#000000194,mksKhdWuQ1pjbc4yffHp8rRmLOMcJ,16,265976363003,6696,HOUSEHOLD,"quickly across the fluffily dogged requests. regular platelets around the ironic, even requests cajole quickl"
195,Customer#000000195,WiqQD8hscyKekjMcSBA7AX 0AbxvBV,22,327576846845,4874,AUTOMOBILE,should detect blithely. quickly even packages above the deposits wak
196,Customer#000000196,68RstNo6a2B,18,281351772472,7760,FURNITURE,accounts wake. express instructions according to the s
197,Customer#000000197,UeVqssepNuXmtZ38D,1,111073126585,9860,AUTOMOBILE,ickly final accounts cajole. furiously re
198,Customer#000000198,",7fcZHIUn,fUaQtK8U,Q8",1,112377586141,3825,AUTOMOBILE,tions. slyly ironic waters wa
199,Customer#000000199,"lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X",4,141369245232,7654,FURNITURE,"fully busy pinto beans. packages cajole around the express, bold packages! quickly ironic tithes"
200,Customer#000000200,x1 H5c66DUgH2pgNTJhw6eZKgrAz,16,264723024189,9968,BUILDING,"e after the ironic, even realms. fluffily regular packages doze-- courts haggle carefully! blithely"
201,Customer#000000201,yWLtmd5usyjsCvyL1QJsBorC,2,127591839859,4614,MACHINERY,"blithely even packages sleep carefully bold, unus"
202,Customer#000000202,Q0uJ1frCbi9yvu,7,179058054635,2238,AUTOMOBILE,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to
203,Customer#000000203,2fRlubh lWRinCs1nimADdn,1,118865636149,7961,MACHINERY,packages are. requests integrate regularly across th
204,Customer#000000204,7U7u2KryFP,6,167618374820,0,BUILDING,"ages. accounts wake slyly. dolphins nag blithely. final, regular requests haggle blithely furiously even"
205,Customer#000000205,"jOTQBGb nhfBMu3,LIN62WogLDBO0w",12,223564371311,7162,BUILDING,furiously pending accounts. ideas along the slyly final deposits cajole blithel
206,Customer#000000206,"xsg,ehRHS5OKqyBR5YtoPm8myz",9,199768323312,0,AUTOMOBILE,the carefully regular foxes. regular accounts wake furiously braids. bold ideas are carefu
207,Customer#000000207,ewz5JNnxJPmPGY,21,315626756475,0,AUTOMOBILE,n theodolites against the evenly even requests boost carefully pinto beans! fi
208,Customer#000000208,"Abye1MwcNfY0KO6yqv,Wwe",19,298591396234,6240,MACHINERY,le carefully according to the quickly silent packages. quickly ironic packages affix according to the ruthles
209,Customer#000000209,iBvmxOZV3qXMYQW3W4Oo7YFhdV,16,262071217721,8873,FURNITURE,deposits. furiously regular ideas across the quietly regular accounts cajole about the express packages. quickly reg
210,Customer#000000210,13cFL9sG1nrGERURN9WZI0,20,308762489750,7250,HOUSEHOLD,nusual instructions sleep regular acc
211,Customer#000000211,URhlVPzz4FqXem,13,239653359471,4199,BUILDING,furiously regular foxes boost fluffily special ideas. carefully regular dependencies are. slyly ironic
212,Customer#000000212,19U0iZ3GtDdrsn,7,173824054333,958,BUILDING,symptotes are blithely special pinto beans. blithely ironic
213,Customer#000000213,NpqMYBhBcWk8mnEta,24,347687009764,9988,HOUSEHOLD,al deposits. final instructions boost carefully. even deposits sleep quickly. furiously regul
214,Customer#000000214,MpCwhcLrbcIM7AeKS9tRM09by,8,181806786165,1527,MACHINERY,grow. fluffily regular pinto beans according to the regular accounts affix quickly pe
215,Customer#000000215,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,9,195644464758,3379,FURNITURE,al pinto beans. ironic foxes serve. i
216,Customer#000000216,LXH7wSv4I6GG6TAkLOyLcMh559a8Y,21,312961115448,0,FURNITURE,hely at the pending warhorses; blithe
217,Customer#000000217,YIy05RMdthrXqdfnNKud,23,331592983849,378,AUTOMOBILE,ven frays wake according to the carefully
218,Customer#000000218,"V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV",4,144809318567,9541,MACHINERY,lar courts. furiously pending dependencies cajole blithely? fluffily regular deposits cajol
219,Customer#000000219,eTjiL01eyoKiAe2WQoz3EpPg2lvSLeOu2X2wyxK,11,211591386090,9859,AUTOMOBILE,ckly multipliers. carefully eve
220,Customer#000000220,TbUHVhkttz,16,262013017371,9132,BUILDING,"even, even accounts are. ironic"
221,Customer#000000221,ripNyyPOewg8AahnZlsM,16,263517381001,1609,BUILDING,"instructions above the regular requests cajole packages. pending, even"
222,Customer#000000222,gAPkFjwxX1Zq 2Yq6 FIfLdJ4yUOt4Al7DL18Ou,1,117226725418,8894,BUILDING,regular accounts haggle furiously around the c
223,Customer#000000223,"ftau6Pk,brboMyEl,,kFm",20,301936431517,7476,BUILDING,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious"
224,Customer#000000224,4tCJvf30WagGfacqcAqmfCptu2cbMVcj2M7Y0W,15,252248673668,8465,BUILDING,"counts. bold packages doubt according to the furiously pending packages. bold, regular pinto beans"
225,Customer#000000225,2HFk1E0fmqs,13,239791837021,8893,AUTOMOBILE,"ages boost among the special foxes. quiet, final foxes lose carefully about the furiously unusual th"
226,Customer#000000226,ToEmqB90fM TkLqyEgX8MJ8T8NkK,3,134523187709,9009,AUTOMOBILE,ic packages. ideas cajole furiously slyly special theodolites: carefully express pinto beans acco
227,Customer#000000227,7wlpEBswtXBPNODASgCUt8OZQ,13,239518162439,1808,MACHINERY,"lar, ironic pinto beans use! quickly regular theodolites maintain slyly pending pac"
228,Customer#000000228,A1Zvuxjdpt8TZP6i41H3fn9csGqOJUm5x0NIS1LA,20,304359151603,6868,FURNITURE,blithely ironic theodolites
229,Customer#000000229,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,1,112432984029,7568,BUILDING,bold accounts haggle furiously even deposits. regular instruct
230,Customer#000000230,CnR8xt3MYqID0tiHwYh,21,317449508047,1683,MACHINERY,c decoys impress even deposits. thinly final asymptotes
231,Customer#000000231,WFOhG9Z9ohRdsyuYnPvBSv,10,208258801065,284,BUILDING,ly final deposits. fluffily ironic requests wake carefully carefully regular accounts. quickly sp
232,Customer#000000232,"oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp",22,322835632674,555,HOUSEHOLD,"ges sleep. final, bold theodolites are quickly final packages. furiously ironic packages are slyly fi"
233,Customer#000000233,mFm45wZ7rV4VIbEE1F4,3,135741043221,3998,FURNITURE,st the special instructions. theodolites detect blithely according
234,Customer#000000234,ILyuJbixVmrNEVxsfQOMFxByySs,18,282434241393,8384,AUTOMOBILE,fluffily regular ideas play s
235,Customer#000000235,bp0rIBMh4fMdQnHBmMnB,3,133507906416,754,AUTOMOBILE,hely ruthless instructions again
236,Customer#000000236,"kcW,mM0rhIstAcVaol1,6DVkS FPKlhY",14,248089674503,5385,AUTOMOBILE,te slyly along the requests. carefully final requests sleep slyly blithe frets. furiously ruthless dep
237,Customer#000000237,R dtznB5ocPPo,19,294149705238,0,HOUSEHOLD,regular pinto beans sleep furiously ironically silent theodolites. quickly ironic courts after the deposits sleep f
238,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,16,263079251236,3482,HOUSEHOLD,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly"
239,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,9,196991176988,5399,FURNITURE,uctions. furiously even dolphins haggle fluffily according to the furiously regular dep
240,Customer#000000240,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,9,197565487835,7140,MACHINERY,al accounts about the slyly pending p
241,Customer#000000241,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",9,193446142207,6569,AUTOMOBILE,across the enticingly even requests. blithely iro
242,Customer#000000242,apgzK3HWAjKHFteJ16Tg3OERViesqBbx,3,133243503564,1975,MACHINERY,riously ironic pinto beans cajole silently. regular foxes wake slyly. bravely
243,Customer#000000243,te2FOn8xJzJinZc,7,172976847972,621,AUTOMOBILE,nic deposits. evenly pending deposits boost fluffily careful
244,Customer#000000244,FBVbCpEVaFaP8KogqQO2VuXeVx,15,256212258173,2506,HOUSEHOLD,encies. requests nag carefully. regularly final accounts h
245,Customer#000000245,IseFIO7jTGPTzAdZPoO2X4VX48Hy,12,229522322729,3720,MACHINERY,s. regular foxes against the s
246,Customer#000000246,WrRUR0ds6iypmopww9y9t0NJBRbke78qJm,15,256086182590,9585,AUTOMOBILE,requests shall have to integrate furiously pending courts. sil
247,Customer#000000247,N8q4W4QQG2mHY47Dg6,20,301519053513,8496,HOUSEHOLD,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e
248,Customer#000000248,mgT15r8asLyaED,10,204477278914,8908,FURNITURE,s detect blithely. blithely pending dolphins along the fluffily final accounts haggle fu
249,Customer#000000249,0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT,3,132264557727,0,MACHINERY,"its are after the special deposits. ironic, final deposits against the slyl"
250,Customer#000000250,9hif3yif6z8w8pW88F755PU7uz,16,264648521461,2870,FURNITURE,s. slyly unusual instructions cajole quickly carefully bold dep
251,Customer#000000251,Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L,13,239756235949,9585,HOUSEHOLD,fully blithely regular requests. fluffily even dugouts detect furiously final ideas. sometimes ironic depos
252,Customer#000000252,db1bPFF xUkJYzvE3cBtqYeDn2 u,16,263303479201,3562,FURNITURE,ngside of the pending foxes. furiously ironic requests wake. blithely ironic acco
253,Customer#000000253,naGyIRPFPH E,15,254611409884,9140,AUTOMOBILE,regular deposits sleep against the accounts. foxes cajole carefully special
254,Customer#000000254,"vQ,pEzMQaFgJzK4TJ2eA",1,114516226325,1915,MACHINERY,equests. carefully ironic deposits detect carefully abo
255,Customer#000000255,I8Wz9sJBZTnEFG08lhcbfTZq3S,3,139246798287,3196,BUILDING,"ges mold. bold, regular courts boost furiously at the"
256,Customer#000000256,eJ6AggYh80JMEzZNwYK4CIC2flT,10,202292714429,1300,HOUSEHOLD,ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q
257,Customer#000000257,LyIa26EXYaSU,7,178166872155,0,AUTOMOBILE,"s cajole quickly along the ironic pinto beans: even, regular foxes are"
258,Customer#000000258,7VbADek8qYezQYotxNUmnNI,12,222784259944,6022,MACHINERY,"about the regular, bold accounts; pending packages use furiously stealthy warhorses. bold accounts sleep fur"
259,Customer#000000259,kwh9i86Wj1Zq14nwTdhxapIkLEI,5,159076742046,3335,HOUSEHOLD,furiously unusual instructions. s
260,Customer#000000260,CrHY2zx4vner4,1,117085299446,9196,MACHINERY,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin
261,Customer#000000261,dXkVi8qahjP,12,224948987855,7094,AUTOMOBILE,he special instructions integrate carefully final request
262,Customer#000000262,DcUOAFBxMu8oGKvIqbDx7xgeZ,4,146981695201,1562,AUTOMOBILE,ress packages above the ironic accounts are against the ironic pinto beans. carefully final accoun
263,Customer#000000263,"Y2pxeGWkTyaq,0RCzIbZ3",1,112769063193,1162,FURNITURE,usly ironic theodolites cajole furiously. final ep
264,Customer#000000264,24Akixb4hqpRD,11,218816833829,3196,MACHINERY,ular packages cajole blithely a
265,Customer#000000265,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",17,277167342046,8276,MACHINERY,"lar, ironic platelets. furiously unu"
266,Customer#000000266,VSIEruiMdDvjDaTQxkuK60Yw3AGxO,0,104742433974,5481,HOUSEHOLD,"ccounts. quickly ironic excuses after the regular foxes wake along the ironic, fina"
267,Customer#000000267,"el7 bYzj1USp6T5i3KpfZ43jKegbdO,Jd69",15,254029548909,3167,AUTOMOBILE,detect slyly alongside of the foxes. closely regular pinto beans nag quickly of the blithely bold r
268,Customer#000000268,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,3,137204695207,6821,MACHINERY,press ideas print quickly. fluffily unusual deposits use blithely eve
269,Customer#000000269,J7kLF9iPOQA 7CVwAmQRpwfZPDJ2q5Seu2Vj1gh,14,245708746232,7667,MACHINERY,close packages-- quickly regular instructions sleep. carefully
270,Customer#000000270,",rdHVwNKXKAgREU",7,172418063530,9193,AUTOMOBILE,ldly final instructions mold carefully along the ironic accounts.
271,Customer#000000271,"O,HceV3 XE77Yx",6,166212825689,1490,MACHINERY,ly pending deposits cajole slyly sl
272,Customer#000000272,YDjKpjXEe0A6rDE,2,123248779650,0,MACHINERY,he regular requests. slyly special
273,Customer#000000273,"sOA,alhAw1juArjRLOd",2,121977725736,0,FURNITURE,ng frets sleep. slyly express dolphins doubt ironically ironic accounts. final de
274,Customer#000000274,adesXwNumnPqsKgsE1groEAwdKNgZ,19,293303891442,4425,FURNITURE,gular dependencies. ironic foxes haggle du
275,Customer#000000275,M1UCTKrZLOgSyr,22,321948646861,5067,AUTOMOBILE,y regular deposits. fluffily ironic packages cajole along the
276,Customer#000000276,iSWxETEMKe5cF,16,267163573851,2293,AUTOMOBILE,"eans. even, ironic accounts affix sl"
277,Customer#000000277,BWGsQevHk0BfRJV3RRB ElFc,23,336968315394,8876,BUILDING,"phins; bold, final accounts print. carefully silent"
278,Customer#000000278,4jqLjG 2aeYMFEJi,20,304455705841,7622,BUILDING,"pending, express requests cajole carefully special packages. blithely pending accounts affix furiously. fluffily"
279,Customer#000000279,9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC,9,192206059025,9663,AUTOMOBILE,l platelets sleep fluffily against the fluffily enticing excuses. blithely special requests wake somet
280,Customer#000000280,3fDiGmN64En0ei,11,215374613965,3953,BUILDING,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru
281,Customer#000000281,x5gJ8IGm2Fo9Jigt,6,168093826446,4362,BUILDING,fully quiet ideas detect quickly even packages. regular instructions accor
282,Customer#000000282,"wcCc, y1996DnOwnXu1i",18,282515992415,1125,HOUSEHOLD,ole daringly against the carefully ir
283,Customer#000000283,jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A,7,171113031282,4450,AUTOMOBILE,y alongside of the accounts. slyly express dependencies wake quickly above the carefully ironic package
284,Customer#000000284,2ZgAkaBgb6aigORfIfUd3kHbPi42,6,161612352690,594,AUTOMOBILE,lar gifts. carefully even deposits boost! furiously even braids use afte
285,Customer#000000285,ApUL7bgFMUXGXewpoQyQOSnLeL9Vc1rrkW,20,302351301313,7277,FURNITURE,dolphins after the slyly ironic packages boost furiously among the furiously pending theodolites. bl
286,Customer#000000286,7 7uVDrpkWuozyEd,22,322743084633,0,HOUSEHOLD,ly special accounts haggle slyly slyly fluffy req
287,Customer#000000287,KTsaTAJRC0eMYkyFm7EK3eeamHs7s,4,143308406321,1734,MACHINERY,"requests. bold, silent depths lose f"
288,Customer#000000288,eEs5rwc9AOJaKhvV,2,126741365397,5339,HOUSEHOLD,furiously about the carefully ironic packages. express reques
289,Customer#000000289,"NUilehg0nVOkK3K1SW0,BAHCeST2JqKzuTMoGS",10,204567737693,0,AUTOMOBILE,ending foxes across the carefully
290,Customer#000000290,8OlPT9G 8UqVXmVZNbmxVTPO8,4,144586255633,1811,MACHINERY,sts. blithely pending requests sleep fluffily on the regular excuses. carefully expre
291,Customer#000000291,ZlLNbGxnQYMubQ9K,8,186576562318,4262,HOUSEHOLD,e slyly silent deposits. bold deposits haggle slyly special packages. furiously bold requests cajole carefully abo
292,Customer#000000292,hCXh3vxC4uje9,11,214579102923,2975,HOUSEHOLD,"usly regular, ironic accounts. blithely regular platelets are carefully. blithely unusual ideas affi"
293,Customer#000000293,7ynwX7lZ3o2cmAWSkKAc3edKa 8yT,2,128879845485,0,MACHINERY,ironic foxes are final packages. requests about the furiousl
294,Customer#000000294,hSaNqI1P2IyEFHY0r0PsPkMqt,18,281879464260,0,BUILDING,"bold packages. regular, final asymptotes use quickly fluffily even waters. blithely express requests wake into th"
295,Customer#000000295,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,0,103407734322,9498,HOUSEHOLD,"play according to the quickly ironic instructions-- unusual, bol"
296,Customer#000000296,4eyqk2zpg4m V JGEtgwNmCq3c,15,258751781959,8082,BUILDING,"es need to affix furiously. ironic, final foxes are against the regular instructions: pinto beans haggle q"
